fuelbeds,filename,c_total,c_canopy,c_shrub,c_herb,c_wood,c_llm,c_ground,c_total_f,c_canopy_f,c_shrub_f,c_herb_f,c_wood_f,c_llm_f,c_ground_f,c_total_s,c_canopy_s,c_shrub_s,c_herb_s,c_wood_s,c_llm_s,c_ground_s,c_total_r,c_canopy_r,c_wood_r,c_llm_r,c_ground_r,ch4,co,co2,nmhc,pm,pm10,pm25,e_ch4_f,e_co_f,e_co2_f,e_nmhc_f,e_pm_f,e_pm10_f,e_pm25_f,e_ch4_s,e_co_s,e_co2_s,e_nmhc_s,e_pm_s,e_pm10_s,e_pm25_s,e_ch4_r,e_co_r,e_co2_r,e_nmhc_r,e_pm_r,e_pm10_r,e_pm25_r,c_overstory_crown,c_midstory_crown,c_understory_crown,c_snagc1f_crown,c_snagc1f_wood,c_snagc1_wood,c_snagc2_wood,c_snagc3_wood,c_ladder,c_shrub_1live,c_shrub_2live,c_herb_1live,c_herb_2live,c_piles,c_wood_1hr,c_wood_10hr,c_wood_100hr,c_wood_s1000hr,c_wood_r1000hr,c_wood_s10khr,c_wood_r10khr,c_wood_s+10khr,c_wood_r+10khr,c_stump_sound,c_stump_rotten,c_stump_lightered,c_litter,c_lichen,c_moss,c_upperduff,c_lowerduff,c_basal,c_squirrel,ch4_canopy,ch4_shrub,ch4_herb,ch4_wood,ch4_llm,ch4_ground,co_canopy,co_shrub,co_herb,co_wood,co_llm,co_ground,co2_canopy,co2_shrub,co2_herb,co2_wood,co2_llm,co2_ground,nmhc_canopy,nmhc_shrub,nmhc_herb,nmhc_wood,nmhc_llm,nmhc_ground,pm_canopy,pm_shrub,pm_herb,pm_wood,pm_llm,pm_ground,pm10_canopy,pm10_shrub,pm10_herb,pm10_wood,pm10_llm,pm10_ground,pm25_canopy,pm25_shrub,pm25_herb,pm25_wood,pm25_llm,pm25_ground,heat_total,heat_flaming,heat_smoldering,heat_residual
189,FB_0189_FCCS.xml,15.12,1.74,1.31,0.0,3.87,1.31,6.89,7.27,1.55,1.18,0.0,2.67,1.18,0.69,6.07,0.14,0.13,0.0,0.85,0.13,4.82,1.79,0.05,0.36,0.0,1.38,136.48,2883.94,48053.16,101.56,518.27,371.79,341.25,21.8,646.05,24711.56,26.16,136.65,83.62,72.72,88.62,1729.62,18036.82,58.27,294.95,222.72,207.55,26.05,508.27,5304.77,17.13,86.67,65.45,60.98,0.46,0.59,0.55,0.0,0.02,0.0,0.05,0.06,0.0,1.31,0.0,0.0,0.0,0.02,0.51,0.59,0.57,1.56,0.08,0.48,0.06,0.0,0.0,0.0,0.0,0.0,1.3,0.01,0.0,6.89,0.0,0.0,0.0,7.43,5.47,0.0,25.6,5.45,92.54,192.08,142.8,0.0,579.55,142.21,1827.3,5831.73,4415.59,0.0,12653.92,4400.33,20751.58,7.4,5.52,0.0,21.16,5.5,61.97,38.37,28.64,0.0,108.64,28.53,314.1,24.8,18.44,0.0,74.87,18.36,235.33,22.0,16.33,0.0,67.85,16.26,218.81,241952269.99,116253264.75,97133039.47,28565965.77
190,FB_0190_FCCS.xml,19.18,0.65,11.32,0.09,1.07,0.75,5.29,12.89,0.58,10.19,0.08,0.84,0.68,0.53,5.16,0.06,1.13,0.01,0.18,0.08,3.7,1.13,0.02,0.05,0.0,1.06,130.42,2938.27,62519.11,106.74,547.77,378.87,343.82,38.68,1147.54,43851.54,46.42,242.4,148.28,128.94,75.26,1469.18,15315.52,49.49,250.53,189.19,176.3,16.47,321.55,3352.05,10.83,54.83,41.41,38.59,0.41,0.18,0.01,0.0,0.0,0.0,0.02,0.03,0.0,11.32,0.0,0.09,0.0,0.0,0.13,0.34,0.21,0.39,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.75,0.0,0.0,5.29,0.0,0.0,0.0,2.84,47.08,0.39,5.89,3.13,71.09,72.97,1229.12,10.07,140.63,81.75,1403.73,2183.1,38005.42,311.42,3550.12,2527.64,15941.41,2.8,47.54,0.39,5.24,3.16,47.6,14.53,246.5,2.02,27.03,16.39,241.29,9.42,158.68,1.3,18.14,10.55,180.78,8.37,140.57,1.15,16.3,9.35,168.09,306831715.34,206299533.21,82480099.59,18052082.55
191,FB_0191_FCCS.xml,7.6,0.38,4.09,0.19,0.97,1.61,0.36,6.42,0.31,3.68,0.17,0.77,1.45,0.04,1.04,0.04,0.41,0.02,0.16,0.16,0.25,0.14,0.02,0.05,0.0,0.07,36.55,908.84,25346.22,34.48,178.23,117.28,104.7,19.25,571.16,21826.12,23.1,120.65,73.8,64.18,15.22,297.04,3096.51,10.01,50.65,38.25,35.64,2.08,40.63,423.59,1.37,6.93,5.23,4.88,0.31,0.0,0.01,0.0,0.0,0.0,0.03,0.03,0.0,3.88,0.21,0.19,0.0,0.0,0.07,0.3,0.29,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.36,0.0,0.0,0.0,1.94,17.02,0.77,5.31,6.71,4.79,47.38,444.41,20.14,127.11,175.11,94.68,1265.84,13741.53,622.84,3226.29,5414.52,1075.2,1.78,17.19,0.78,4.74,6.77,3.21,9.21,89.13,4.04,24.46,35.12,16.27,6.11,57.37,2.6,16.4,22.61,12.19,5.47,50.82,2.3,14.73,20.03,11.34,121638053.69,102680937.92,16675894.01,2281221.76
196,FB_0196_FCCS.xml,6.13,0.05,0.64,0.09,1.77,3.57,0.0,4.94,0.05,0.57,0.08,1.02,3.22,0.0,0.8,0.0,0.06,0.01,0.37,0.36,0.0,0.39,0.0,0.39,0.0,0.0,32.16,778.15,20323.57,29.18,150.58,100.4,90.02,14.81,439.45,16792.76,17.78,92.83,56.78,49.38,11.71,228.49,2381.9,7.7,38.96,29.42,27.42,5.65,110.21,1148.91,3.71,18.79,14.19,13.23,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.09,0.0,0.0,0.25,0.47,0.11,0.16,0.51,0.0,0.18,0.0,0.0,0.08,0.01,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.19,2.64,0.39,14.07,14.87,0.0,5.24,69.0,10.07,305.66,388.18,0.0,174.61,2133.65,311.42,5701.2,12002.69,0.0,0.21,2.67,0.39,10.91,15.01,0.0,1.07,13.84,2.02,55.81,77.85,0.0,0.68,8.91,1.3,39.4,50.11,0.0,0.6,7.89,1.15,35.99,44.39,0.0,98016335.62,79001525.46,12827488.94,6187321.22
203,FB_0203_FCCS.xml,5.82,0.0,0.0,2.78,0.0,3.04,0.0,5.24,0.0,0.0,2.5,0.0,2.73,0.0,0.58,0.0,0.0,0.28,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,13.5,385.18,19680.02,22.4,116.37,116.37,62.84,11.0,321.52,17783.24,19.9,104.73,104.73,56.55,2.5,63.65,1896.79,2.5,11.64,11.64,6.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45,0.0,7.04,0.0,0.0,0.0,184.18,0.0,200.99,0.0,0.0,0.0,9410.51,0.0,10269.51,0.0,0.0,0.0,10.71,0.0,11.69,0.0,0.0,0.0,55.64,0.0,60.72,0.0,0.0,0.0,55.64,0.0,60.72,0.0,0.0,0.0,30.05,0.0,32.79,0.0,93093777.6,83784399.84,9309377.76,0.0
208,FB_0208_FCCS.xml,36.62,8.98,2.21,0.06,11.08,0.65,13.65,13.09,3.42,1.99,0.05,6.33,0.59,0.71,12.22,2.84,0.22,0.01,2.8,0.06,6.29,11.31,2.71,1.95,0.0,6.64,382.78,7867.29,114434.22,272.98,1389.38,1013.93,935.46,39.28,1163.52,44520.11,47.12,246.22,150.7,131.04,178.4,3481.66,36309.95,117.3,593.71,448.33,417.78,165.1,3222.1,33604.16,108.55,549.45,414.91,386.63,0.75,0.9,0.23,0.07,0.0,0.34,1.98,4.63,0.08,2.21,0.0,0.05,0.01,0.06,0.42,1.36,2.35,2.13,0.52,2.65,0.73,0.67,0.17,0.0,0.02,0.0,0.63,0.0,0.02,7.12,6.52,0.0,0.0,91.36,9.18,0.23,88.32,2.7,190.99,1887.54,239.56,6.04,1913.61,70.65,3749.89,28144.19,7407.37,186.85,35652.23,2190.67,40852.9,65.64,9.26,0.23,68.36,2.73,126.74,334.28,48.04,1.21,349.63,14.18,642.04,243.2,30.93,0.78,247.0,9.12,482.91,224.18,27.4,0.69,225.61,8.08,449.5,585943054.06,209439374.41,195537704.14,180965975.51
210,FB_0210_FCCS.xml,4.29,0.94,1.56,0.09,1.5,0.21,0.0,3.55,0.69,1.4,0.08,1.18,0.19,0.0,0.54,0.16,0.16,0.01,0.19,0.02,0.0,0.21,0.09,0.13,0.0,0.0,29.05,475.75,14342.46,30.95,103.77,73.45,66.97,13.81,289.95,12058.74,19.45,77.64,54.25,49.27,10.92,133.14,1632.85,8.25,18.71,13.75,12.68,4.32,52.65,650.87,3.26,7.41,5.45,5.02,0.09,0.12,0.0,0.0,0.0,0.0,0.04,0.17,0.51,1.56,0.0,0.09,0.0,0.04,0.17,0.34,0.71,0.1,0.08,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,7.72,8.67,0.52,10.98,1.17,0.0,117.96,154.04,9.16,173.85,20.74,0.0,3100.5,5247.79,312.15,4975.35,706.67,0.0,7.6,10.13,0.6,11.25,1.36,0.0,23.75,36.2,2.15,36.79,4.88,0.0,16.91,25.49,1.52,26.1,3.43,0.0,15.45,23.22,1.38,23.8,3.13,0.0,68704641.06,56726821.94,8564596.38,3413222.73
211,FB_0211_FCCS.xml,6.99,1.82,0.28,0.1,1.96,1.66,1.16,4.87,1.61,0.25,0.09,1.3,1.5,0.12,1.57,0.17,0.03,0.01,0.39,0.17,0.81,0.54,0.04,0.27,0.0,0.23,45.49,1036.34,22859.54,37.84,194.38,133.64,121.05,14.62,433.85,16578.82,17.55,91.64,56.06,48.75,22.96,448.17,4672.01,15.1,76.43,57.71,53.78,7.91,154.32,1608.71,5.2,26.32,19.87,18.52,0.38,0.62,0.22,0.0,0.0,0.0,0.09,0.0,0.51,0.28,0.0,0.09,0.01,0.0,0.08,0.42,0.64,0.19,0.19,0.34,0.1,0.0,0.0,0.0,0.0,0.0,1.66,0.0,0.0,1.16,0.0,0.0,0.0,7.86,1.18,0.42,13.54,6.92,15.56,202.66,30.7,11.08,304.0,180.62,307.28,6106.4,949.32,342.56,6386.66,5584.96,3489.64,7.8,1.19,0.43,11.02,6.99,10.42,40.41,6.16,2.22,56.55,36.22,52.82,26.16,3.96,1.43,39.2,23.32,39.57,23.22,3.51,1.27,35.6,20.66,36.8,111819186.32,77995049.75,25160612.84,8663523.73
212,FB_0212_FCCS.xml,29.96,1.95,0.0,0.06,21.81,0.46,5.68,16.5,1.36,0.0,0.05,14.11,0.42,0.57,9.72,0.35,0.0,0.01,5.34,0.05,3.98,3.74,0.24,2.36,0.0,1.14,245.47,5259.54,96144.59,188.07,960.7,681.51,622.98,49.63,1452.6,56132.52,59.39,311.58,191.52,166.55,141.64,2756.84,28902.11,93.09,470.08,354.88,330.62,54.2,1050.09,11109.96,35.6,179.04,135.1,125.81,0.79,0.0,0.05,0.0,0.0,0.0,0.17,0.43,0.51,0.0,0.0,0.05,0.01,0.63,0.85,2.71,2.14,13.51,0.9,0.61,0.37,0.0,0.0,0.08,0.01,0.0,0.46,0.0,0.01,5.68,0.0,0.01,0.0,12.72,0.0,0.23,154.23,1.92,76.36,289.65,0.0,6.04,3405.79,50.14,1507.91,6371.57,0.0,186.85,70909.4,1552.29,17124.48,10.57,0.0,0.23,124.19,1.94,51.13,54.3,0.0,1.21,635.93,10.06,259.2,37.35,0.0,0.78,442.7,6.47,194.2,33.84,0.0,0.69,402.15,5.73,180.56,479376851.65,264016898.66,155588824.77,59771128.23
213,FB_0213_FCCS.xml,0.19,0.0,0.0,0.19,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,12.89,658.74,0.75,3.9,3.9,2.1,0.37,10.76,595.25,0.67,3.51,3.51,1.89,0.08,2.13,63.49,0.08,0.39,0.39,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,12.89,0.0,0.0,0.0,0.0,0.0,658.74,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,3116064.0,2804457.6,311606.4,0.0
214,FB_0214_FCCS.xml,29.14,8.56,1.26,0.06,14.19,1.26,3.82,10.56,2.88,1.13,0.05,4.99,1.14,0.38,10.29,2.89,0.13,0.01,4.48,0.13,2.67,8.28,2.79,4.73,0.0,0.76,302.85,6230.52,91117.92,216.31,1101.07,803.02,740.73,31.7,938.88,35928.42,38.03,198.71,121.63,105.76,150.24,2932.05,30578.52,98.78,499.99,377.56,351.83,120.91,2359.6,24610.97,79.5,402.37,303.84,283.14,0.45,0.94,0.19,0.0,0.0,0.0,3.42,3.56,0.0,1.26,0.0,0.05,0.01,0.05,0.42,1.27,1.07,0.37,0.18,1.78,1.28,6.22,1.55,0.0,0.0,0.0,1.26,0.0,0.0,3.82,0.0,0.0,0.0,91.54,5.22,0.23,149.28,5.26,51.31,1874.56,136.38,6.04,3063.01,137.3,1013.23,26656.68,4216.89,186.85,44305.43,4245.41,11506.65,64.88,5.27,0.23,106.26,5.31,34.36,330.09,27.35,1.21,540.72,27.54,174.17,241.5,17.61,0.78,394.92,17.72,130.49,222.99,15.6,0.69,364.42,15.7,121.33,466227780.57,169020482.2,164672448.87,132534849.5
215,FB_0215_FCCS.xml,13.67,2.06,0.63,0.05,10.87,0.06,0.0,6.77,1.57,0.57,0.04,4.53,0.06,0.0,3.65,0.29,0.06,0.0,3.28,0.01,0.0,3.25,0.19,3.06,0.0,0.0,120.99,2567.89,43515.05,90.57,462.43,330.94,303.54,20.31,602.61,23027.82,24.38,127.29,77.87,67.71,53.23,1039.05,10831.6,35.0,177.18,133.8,124.69,47.45,926.24,9655.63,31.2,157.95,119.27,111.15,0.79,0.46,0.32,0.0,0.0,0.0,0.0,0.49,0.0,0.62,0.01,0.05,0.0,0.0,0.68,0.93,0.64,1.63,0.75,1.21,0.53,3.86,0.64,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,11.78,2.64,0.19,106.12,0.26,0.0,277.79,68.79,5.04,2209.38,6.9,0.0,6789.09,2127.13,155.71,34229.91,213.21,0.0,10.3,2.66,0.19,77.15,0.27,0.0,53.07,13.8,1.01,393.16,1.38,0.0,35.83,8.88,0.65,284.68,0.89,0.0,32.26,7.87,0.58,262.05,0.79,0.0,218666123.91,108334360.79,58332428.84,51999334.28
216,FB_0216_FCCS.xml,14.72,3.6,0.79,0.14,3.75,1.54,4.9,9.23,3.35,0.71,0.13,3.17,1.39,0.49,4.38,0.24,0.08,0.01,0.46,0.15,3.43,1.11,0.0,0.13,0.0,0.98,80.8,2180.31,47970.53,326.81,511.37,287.95,243.23,31.39,1098.75,30709.49,158.81,291.77,152.35,124.65,39.42,862.86,13770.68,134.03,175.2,108.19,94.61,9.99,218.7,3490.36,33.97,44.41,27.42,23.98,1.86,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.51,0.71,0.08,0.09,0.05,0.0,0.85,0.93,1.35,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,4.9,0.0,0.0,0.0,13.6,3.14,0.55,16.05,6.1,41.37,447.01,100.59,17.64,492.48,195.18,927.41,11916.48,2623.98,460.15,12377.94,5091.63,15500.34,65.13,14.71,2.58,72.43,28.54,143.43,115.69,25.73,4.51,123.55,49.93,191.95,61.34,13.74,2.41,66.75,26.66,117.05,50.53,11.35,1.99,55.43,22.03,101.91,235572979.11,147730543.77,70079786.21,17762649.13
217,FB_0217_FCCS.xml,8.11,2.08,0.66,0.1,1.77,1.9,1.6,5.86,1.92,0.59,0.09,1.39,1.71,0.16,1.8,0.14,0.07,0.01,0.28,0.19,1.12,0.44,0.02,0.1,0.0,0.32,40.14,1140.04,26561.93,169.55,275.1,152.2,127.65,19.94,697.87,19505.26,100.87,185.32,96.76,79.17,16.23,355.18,5668.49,55.17,72.12,44.53,38.94,3.97,86.98,1388.18,13.51,17.66,10.91,9.54,1.44,0.0,0.58,0.0,0.01,0.02,0.0,0.03,0.0,0.55,0.11,0.09,0.01,0.0,0.08,0.17,1.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,1.6,0.0,0.0,0.0,7.99,2.6,0.4,8.16,7.52,13.47,260.34,83.23,12.94,240.78,240.73,302.02,6893.15,2171.16,337.44,5832.43,6279.97,5047.78,37.97,12.17,1.89,35.61,35.2,46.71,67.13,21.29,3.31,59.26,61.59,62.51,35.67,11.37,1.77,32.39,32.88,38.12,29.41,9.39,1.46,27.03,27.17,33.19,129743489.76,93831673.98,28847270.53,7064545.25
218,FB_0218_FCCS.xml,5.26,1.17,1.64,0.1,1.55,0.54,0.25,4.51,1.11,1.48,0.09,1.32,0.49,0.03,0.65,0.07,0.16,0.01,0.18,0.05,0.18,0.1,0.0,0.05,0.0,0.05,22.11,684.97,17366.4,100.6,172.62,93.01,77.14,15.33,536.67,14999.66,77.57,142.51,74.41,60.88,5.85,128.12,2044.67,19.9,26.01,16.06,14.05,0.92,20.18,322.07,3.13,4.1,2.53,2.21,0.06,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.07,0.09,0.01,0.0,0.17,0.51,0.71,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.25,0.0,0.0,0.0,4.36,6.5,0.4,6.57,2.13,2.14,144.85,208.27,12.94,202.61,68.36,47.95,3893.3,5433.06,337.44,5117.95,1783.21,801.43,21.08,30.45,1.89,29.77,9.99,7.42,37.66,53.28,3.31,50.96,17.49,9.92,19.91,28.45,1.77,27.49,9.34,6.05,16.38,23.5,1.46,22.81,7.71,5.27,84201598.4,72157113.44,10405441.76,1639043.2
219,FB_0219_FCCS.xml,22.36,2.56,0.03,0.1,9.38,1.67,8.62,9.5,2.36,0.02,0.09,4.67,1.5,0.86,8.59,0.19,0.0,0.01,2.19,0.17,6.04,4.26,0.01,2.53,0.0,1.73,216.08,4500.26,70524.6,157.51,802.68,580.62,534.2,28.54,842.64,32328.33,34.21,178.97,109.67,95.36,125.36,2445.41,25525.88,82.42,417.0,314.87,293.41,62.18,1212.22,12670.39,40.88,206.71,156.07,145.42,0.22,1.46,0.34,0.0,0.0,0.0,0.03,0.0,0.51,0.03,0.0,0.09,0.01,0.13,0.25,1.44,1.78,1.24,0.85,0.72,2.15,0.28,0.54,0.0,0.0,0.0,1.67,0.0,0.0,8.62,0.0,0.0,0.0,10.01,0.11,0.42,82.71,6.95,115.89,267.06,2.87,11.08,1749.46,181.38,2288.41,8612.53,88.67,342.56,29884.01,5608.67,25988.15,10.41,0.11,0.43,61.94,7.01,77.6,54.08,0.58,2.22,316.07,36.38,393.36,34.48,0.37,1.43,226.2,23.42,294.72,30.44,0.33,1.27,207.39,20.74,274.02,357753623.52,152076570.67,137454437.02,68222615.83
220,FB_0220_FCCS.xml,10.72,3.42,0.12,0.1,4.9,0.68,1.49,6.12,2.6,0.11,0.09,2.55,0.61,0.15,2.85,0.49,0.01,0.01,1.22,0.07,1.05,1.75,0.33,1.13,0.0,0.3,85.55,1856.24,34479.04,66.21,338.7,239.27,218.59,18.35,544.41,20803.81,22.02,115.0,70.35,61.17,41.58,811.68,8461.46,27.34,138.41,104.52,97.4,25.62,500.14,5213.78,16.85,85.29,64.4,60.02,0.18,1.15,0.28,0.21,0.0,0.56,0.09,0.44,0.51,0.12,0.0,0.09,0.01,0.0,0.17,0.85,0.57,1.08,0.76,0.57,0.45,0.22,0.22,0.0,0.02,0.0,0.68,0.0,0.0,1.49,0.0,0.0,0.0,19.7,0.5,0.42,42.02,2.84,20.07,463.79,13.08,11.08,897.96,74.09,396.24,11273.88,404.31,342.56,15667.42,2290.99,4499.88,17.19,0.51,0.43,31.78,2.87,13.44,88.52,2.62,2.22,162.37,14.86,68.11,59.83,1.69,1.43,115.73,9.56,51.03,53.88,1.5,1.27,106.02,8.47,47.45,171517982.2,97871480.85,45568271.96,28078229.39
221,FB_0221_FCCS.xml,1.83,0.0,0.0,0.23,0.0,1.6,0.0,1.65,0.0,0.0,0.21,0.0,1.44,0.0,0.18,0.0,0.0,0.02,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,4.24,121.03,6183.99,7.04,36.57,36.57,19.75,3.46,101.03,5587.97,6.25,32.91,32.91,17.77,0.79,20.0,596.02,0.79,3.66,3.66,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,3.7,0.0,0.0,0.0,15.35,0.0,105.68,0.0,0.0,0.0,784.21,0.0,5399.78,0.0,0.0,0.0,0.89,0.0,6.15,0.0,0.0,0.0,4.64,0.0,31.93,0.0,0.0,0.0,4.64,0.0,31.93,0.0,0.0,0.0,2.5,0.0,17.24,0.0,29252555.2,26327299.68,2925255.52,0.0
222,FB_0222_FCCS.xml,4.01,1.95,0.15,0.02,1.06,0.83,0.0,3.33,1.74,0.13,0.02,0.69,0.74,0.0,0.52,0.18,0.01,0.0,0.25,0.08,0.0,0.16,0.04,0.13,0.0,0.0,19.98,491.34,13351.55,18.55,95.84,63.4,56.7,9.98,296.15,11316.78,11.98,62.56,38.27,33.27,7.59,148.19,1544.84,4.99,25.27,19.08,17.78,2.41,47.0,489.93,1.58,8.01,6.05,5.64,0.26,0.9,0.18,0.0,0.0,0.02,0.08,0.0,0.51,0.15,0.0,0.01,0.01,0.0,0.08,0.25,0.14,0.22,0.09,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,8.32,0.62,0.08,7.53,3.44,0.0,215.42,16.27,2.01,167.88,89.75,0.0,6556.9,503.08,62.28,3454.27,2775.02,0.0,8.31,0.63,0.08,6.07,3.47,0.0,43.05,3.26,0.4,31.12,18.0,0.0,27.81,2.1,0.26,21.65,11.59,0.0,24.67,1.86,0.23,19.68,10.26,0.0,64197816.74,53239786.2,8319551.5,2638479.04
223,FB_0223_FCCS.xml,9.72,5.52,0.16,0.1,3.51,0.43,0.0,5.18,3.17,0.14,0.09,1.39,0.39,0.0,2.31,1.26,0.02,0.01,0.98,0.04,0.0,2.23,1.09,1.14,0.0,0.0,81.84,1755.3,31119.76,62.25,318.11,226.24,207.11,15.55,461.39,17631.34,18.66,97.46,59.62,51.84,33.68,657.36,6852.72,22.14,112.1,84.65,78.88,32.61,636.55,6635.71,21.44,108.55,81.97,76.39,1.35,0.0,0.2,0.31,0.09,0.76,2.3,0.0,0.51,0.14,0.02,0.09,0.01,0.0,0.08,0.17,0.5,0.29,0.86,0.76,0.76,0.0,0.0,0.01,0.08,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,43.91,0.67,0.42,35.05,1.79,0.0,953.48,17.46,11.08,726.55,46.73,0.0,17769.5,539.83,342.56,11022.93,1444.94,0.0,34.02,0.68,0.43,25.31,1.81,0.0,174.06,3.5,2.22,128.95,9.37,0.0,122.91,2.25,1.43,93.61,6.03,0.0,112.26,2.0,1.27,86.24,5.34,0.0,155587053.54,82946620.66,36904558.89,35735873.99
224,FB_0224_FCCS.xml,16.31,4.48,1.11,0.97,6.38,0.47,2.89,10.0,3.86,1.0,0.88,3.55,0.42,0.29,4.26,0.45,0.11,0.1,1.54,0.05,2.02,2.05,0.17,1.29,0.0,0.58,167.33,3219.66,51877.33,140.0,469.16,303.17,269.41,43.91,917.13,33882.79,51.88,229.86,140.06,122.05,83.46,1557.38,12160.72,59.6,161.81,110.3,99.64,39.96,745.15,5833.81,28.53,77.48,52.82,47.71,1.46,1.87,0.18,0.0,0.06,0.0,0.41,0.0,0.51,1.09,0.02,0.93,0.05,0.09,0.17,0.51,1.28,2.14,1.44,0.41,0.33,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,2.89,0.0,0.0,0.0,29.13,6.58,5.76,70.85,2.79,52.21,581.99,132.8,116.27,1354.64,56.26,977.7,14844.03,3709.46,3247.72,20116.92,1571.62,8387.58,28.75,6.76,5.92,57.82,2.87,37.88,112.31,27.25,23.86,188.8,11.54,105.39,70.08,16.89,14.79,122.9,7.16,71.35,61.59,14.81,12.97,109.43,6.28,64.33,260901986.66,159953398.51,68227809.95,32720778.2
225,FB_0225_FCCS.xml,11.95,3.4,0.9,0.51,6.7,0.44,0.0,7.96,2.82,0.81,0.46,3.47,0.39,0.0,2.44,0.4,0.09,0.05,1.86,0.04,0.0,1.55,0.19,1.36,0.0,0.0,113.27,2193.49,38354.95,97.28,334.77,214.83,190.52,35.02,732.2,26972.05,41.39,183.05,111.42,97.1,47.86,893.66,6961.24,34.18,92.78,63.24,57.14,30.4,567.63,4421.66,21.71,58.93,40.17,36.29,2.26,0.0,0.13,0.0,0.07,0.0,0.37,0.07,0.51,0.9,0.0,0.46,0.05,0.0,0.08,0.08,1.14,2.87,0.95,0.82,0.37,0.35,0.0,0.0,0.03,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,23.86,5.33,3.02,78.47,2.59,0.0,473.33,107.53,60.9,1499.41,52.31,0.0,11223.08,3003.75,1701.19,20965.76,1461.17,0.0,22.85,5.48,3.1,63.2,2.66,0.0,87.07,22.07,12.5,202.41,10.73,0.0,54.62,13.68,7.75,132.13,6.65,0.0,48.08,12.0,6.79,117.82,5.84,0.0,191220863.94,127339288.3,39066935.35,24814640.29
226,FB_0226_FCCS.xml,18.11,3.84,0.09,0.07,5.38,0.73,8.0,8.66,3.46,0.08,0.07,3.59,0.65,0.8,7.13,0.31,0.01,0.01,1.13,0.07,5.6,2.32,0.07,0.66,0.0,1.6,163.77,3447.78,57547.35,121.71,620.8,445.63,408.97,26.03,764.92,29459.69,31.17,163.32,100.25,87.17,103.92,2025.61,21176.06,68.31,345.41,260.8,243.0,33.82,657.25,6911.59,22.22,112.07,84.59,78.8,0.81,1.32,0.92,0.02,0.15,0.04,0.08,0.0,0.51,0.09,0.0,0.05,0.03,0.23,0.51,0.76,0.86,2.33,0.68,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.73,0.0,0.0,8.0,0.0,0.0,0.0,15.9,0.39,0.31,36.62,3.02,107.53,415.75,10.25,8.06,811.56,78.79,2123.37,12900.09,316.81,249.14,17531.08,2436.31,24113.93,16.09,0.4,0.31,29.86,3.05,72.01,83.45,2.05,1.62,152.89,15.8,364.99,53.67,1.32,1.04,105.96,10.17,273.46,47.54,1.17,0.92,96.07,9.01,254.26,289790235.55,138571597.88,114019190.68,37199446.98
