GeneratorName=FCCS 4.0,GeneratorVersion=3.0.0,DateCreated=04/22/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuelbed_number,FCCSID,filename,cover_type,ecoregion,overstory_loading,midstory_loading,understory_loading,snags_c1_foliage_loading,snags_c1wo_foliage_loading,snags_c1_wood_loading,snags_c2_loading,snags_c3_loading,shrubs_primary_loading,shrubs_secondary_loading,shrubs_primary_perc_live,shrubs_secondary_perc_live,nw_primary_loading,nw_secondary_loading,nw_primary_perc_live,nw_secondary_perc_live,w_sound_0_quarter_loading,w_sound_quarter_1_loading,w_sound_1_3_loading,w_sound_3_9_loading,w_sound_9_20_loading,w_sound_gt20_loading,w_rotten_3_9_loading,w_rotten_9_20_loading,w_rotten_gt20_loading,w_stump_sound_loading,w_stump_rotten_loading,w_stump_lightered_loading,litter_depth,litter_loading,lichen_depth,lichen_loading,moss_depth,moss_loading,basal_accum_loading,squirrel_midden_loading,ladderfuels_loading,duff_lower_depth,duff_lower_loading,duff_upper_depth,duff_upper_loading,pile_clean_loading,pile_dirty_loading,pile_vdirty_loading,Total_available_fuel_loading,efg_natural,efg_activity
4660233,466_233,FB_0466_LF_233.xml,47,230,0.242575,1.346657,0,0,0,0,0,0,0.703125,0,80,0,0.3375,0,60,0,0.5625,1.125,0.5625,0.375,0.15,0,0.5125,0.125,0,0,0,0,0.875,2.212656,0,0,0,0,0,0,0,0,0,0.28,2.24,0,0,0,25.867086,9,9
4660311,466_311,FB_0466_LF_311.xml,47,230,1.819311,6.059958,0,0,0,0,0,0,0.9375,0,40,0,0.45,0,45,0,0.15,0.375,0.375,0.45,0.18,0,0.18,0,0,0,0,0,0.375,0.406406,0,0,0,0,0,0,0,0,0,0.15,0.72,0,0,0,42.106144,9,9
4660312,466_312,FB_0466_LF_312.xml,47,230,1.819311,6.059958,0,0,0,0,0,0,1.171875,0,80,0,0.675,0,59.985001,0,0.15,0.375,0.375,0.3375,0.135,0,0.2925,0.045,0,0,0,0,0.499875,0.722139,0,0,0,0,0,0,0,0,0,0.15,0.72,0,0,0,42.881252,9,9
4660313,466_313,FB_0466_LF_313.xml,47,230,1.819311,6.059958,0,0,0,0,0,0,1.250391,0,80,0,0.600075,0,59.985001,0,0.19995,0.499875,0.499875,0.16875,0.0675,0,0.46125,0.1125,0,0,0,0,0.499875,0.722139,0,0,0,0,0,0,0,0,0,0.15,0.72,0,0,0,43.18454,9,9
4660321,466_321,FB_0466_LF_321.xml,47,230,0.48515,2.693315,0,0,0,0,0,0,0.625,0,20,0,0.3,0,30,0,0.1,0.25,0.25,0.4,0.16,0,0.16,0,0,0,0,0,0.25,0.180625,0,0,0,0,0,0,0,0,0,0.1,0.32,0,0,0,36.668236,9,9
4660322,466_322,FB_0466_LF_322.xml,47,230,0.48515,2.693315,0,0,0,0,0,0,0.9375,0,80,0,0.45,0,60,0,0.1,0.25,0.25,0.3,0.12,0,0.26,0.04,0,0,0,0,0.5,0.7225,0,0,0,0,0,0,0,0,0,0.1,0.32,0,0,0,37.672611,9,9
4660323,466_323,FB_0466_LF_323.xml,47,230,0.48515,2.693315,0,0,0,0,0,0,1.249687,0,80,0,0.59985,0,60,0,0.066,0.165,0.165,0.15,0.06,0,0.41,0.1,0,0,0,0,0.5,0.7225,0,0,0,0,0,0,0,0,0,0.1,0.32,0,0,0,37.930649,9,9
4660331,466_331,FB_0466_LF_331.xml,47,230,0.242575,1.346657,0,0,0,0,0,0,0.3125,0,8,0,0.15,0,15,0,0.05,0.125,0.125,0.275,0.11,0,0.11,0,0,0,0,0,0.125,0.045156,0,0,0,0,0,0,0,0,0,0.05,0.08,0,0,0,18.343962,9,9
4660332,466_332,FB_0466_LF_332.xml,47,230,0.242575,1.346657,0,0,0,0,0,0,0.46875,0,80,0,0.225,0,60,0,0.05,0.125,0.125,0.20625,0.0825,0,0.17875,0.0275,0,0,0,0,0.5,0.7225,0,0,0,0,0,0,0,0,0,0.05,0.08,0,0,0,19.252556,9,9
4660333,466_333,FB_0466_LF_333.xml,47,230,0.242575,1.346657,0,0,0,0,0,0,1.250156,0,80,0,0.600075,0,60,0,0.066,0.165,0.165,0.103125,0.04125,0,0.281875,0.06875,0,0,0,0,0.5,0.7225,0,0,0,0,0,0,0,0,0,0.05,0.08,0,0,0,20.505035,9,9
4660411,466_411,FB_0466_LF_411.xml,47,230,3.299017,9.157271,0,0,0,0,0,0,1.125,0,72,0,0.6,0,60,0,0.3,0.75,0.75,1,0.4,0,0.2,0,0,0,0,0,0.625,1.128906,0,0,0,0,0,0,0,0,0,0.2,1.28,0,0,0,42.027908,9,9
4660412,466_412,FB_0466_LF_412.xml,47,230,3.299017,9.157271,0,0,0,0,0,0,1.2375,0,79.199997,0,0.66,0,60,0,0.225,0.5625,0.5625,0.75,0.3,0,0.45,0.1,0,0,0,0,0.625,1.128906,0,0,0,0,0,0,0,0,0,0.25,2,0,0,0,42.470409,9,9
4660413,466_413,FB_0466_LF_413.xml,47,230,3.299017,9.157271,0,0,0,0,0,0,1.249875,0,79.991997,0,0.66,0,60,0,0.05625,0.140625,0.140625,0.375,0.15,0,0.825,0.25,0,0,0,0,0.5,0.7225,0,0,0,0,0,0,0,0,0,0.25,2,0,0,0,41.063877,9,9
4660421,466_421,FB_0466_LF_421.xml,47,230,2.134658,5.925293,0,0,0,0,0,0,0.875,0,56,0,0.6,0,60,0,0.4,1,2,3,6.5,7.5,0.2,0,0,0,0,0,0.75,1.625625,0,0,0,0,0,0,0,0,0,0.2,1.28,0,0,0,47.300274,9,9
4660422,466_422,FB_0466_LF_422.xml,47,230,2.134658,5.925293,0,0,0,0,0,0,1.1375,0,72.800003,0,0.72,0,60,0,0.3,0.75,1.5,2.25,4.875,5.625,0.95,1.625,1.875,0,0,0,0.75,1.625625,0,0,0,0,0,0,0,0,0,0.3,2.4,0,0,0,47.952774,9,9
4660423,466_423,FB_0466_LF_423.xml,47,230,2.134658,5.925293,0,0,0,0,0,0,1.47875,0,72.800003,0,0.72,0,60,0,0.075,0.1875,0.375,1.125,2.4375,2.8125,2.075,4.0625,4.6875,0,0,0,0.5625,0.914414,0,0,0,0,0,0,0,0,0,0.3,2.4,0,0,0,45.670315,9,9
4660431,466_431,FB_0466_LF_431.xml,47,230,0.970299,2.693315,0,0,0,0,0,0,0.625,0,40,0,0.6,0,60,0,0.6,1.5,2,3,6.5,7.5,0.2,0,0,0,0,0,1,2.89,0,0,0,0,0,0,0,0,0,0.2,1.28,0,0,0,36.840294,9,9
4660432,466_432,FB_0466_LF_432.xml,47,230,0.970299,2.693315,0,0,0,0,0,0,0.9375,0,60,0,0.9,0,60,0,0.45,1.125,1.5,2.25,4.875,5.625,0.95,1.625,1.875,0,0,0,1,2.89,0,0,0,0,0,0,0,0,0,0.4,3.2,0,0,0,38.347794,9,9
4660433,466_433,FB_0466_LF_433.xml,47,230,0.970299,2.693315,0,0,0,0,0,0,1.40625,0,60,0,0.9,0,60,0,0.1125,0.28125,0.375,1.125,2.4375,2.8125,2.075,4.0625,4.6875,0,0,0,0.75,1.625625,0,0,0,0,0,0,0,0,0,0.4,3.2,0,0,0,35.245918,9,9
4660511,466_511,FB_0466_LF_511.xml,47,230,2.969115,8.72634,0,0.517493,0,12.918314,0,0,1.25,0,80,0,0.6,0,60,0,0.2,0.5,0.5,0.5,0.2,0,0.2,0,0,0,0,0,0.5,0.7225,0,0,0,0,0,0,0,0,0,0.2,1.28,0,0,0,45.880802,9,9
4660512,466_512,FB_0466_LF_512.xml,47,230,2.546889,7.78341,0,0.750365,0,18.731554,0,0,1.25,0,80,0,0.6,0,60,0,0.22,0.55,0.55,0.5,0.2,0,0.2,0,0,0,0,0,0.55,0.874225,0,0,0,0,0,0,0,0,0,0.2,1.28,0,0,0,45.85873,9,9
4660513,466_513,FB_0466_LF_513.xml,47,230,2.546889,7.78341,0,0,0,0,0,0,1.25,0,80,0,0.6,0,60,0,0.242,0.605,0.605,0.375,0.15,0,0.325,0.05,0,0,0,0,0.49995,0.722355,0,0,0,0,0,0,0,0,0,0.2,1.28,0,0,0,40.90126,9,9
4660521,466_521,FB_0466_LF_521.xml,47,230,1.630102,5.171164,0,2.069971,0,51.673256,0,0,1.25,0,80,0,0.6,0,60,0,0.2,0.5,0.5,0.5,0.2,0,0.2,0,0,0,0,0,0.5,0.7225,0,0,0,0,0,0,0,0,0,0.2,1.28,0,0,0,43.922165,9,9
4660522,466_522,FB_0466_LF_522.xml,47,230,1.467092,4.654047,0,2.380467,0,59.42424,0,0,1.25,0,80,0,0.75,0,60,0,1,2,3,0.5,0.2,0,0.2,0,0,0,0,0,0.75,1.625625,0,0,0,0,0,0,0,0,0,0.2,1.28,0,0,0,49.383564,9,9
4660523,466_523,FB_0466_LF_523.xml,47,230,1.467092,4.654047,0,0,0,0,0,0,1.25,0,80,0,0.75,0,60,0,1.25,2.5,3.75,4,4,4,0.325,0.05,0,0,0,0,0.50025,0.723223,0,0,0,0,0,0,0,0,0,0.22,1.5488,0,0,0,46.06086,9,9
4660531,466_531,FB_0466_LF_531.xml,47,230,0.533665,1.88532,0,3.881196,0,96.887337,0,0,1.25,0,80,0,0.6,0,60,0,0.2,0.5,0.5,0.5,0.2,0,0.2,0,0,0,0,0,0.5,0.7225,0,0,0,0,0,0,0,0,0,0.2,1.28,0,0,0,41.637093,9,9
4660532,466_532,FB_0466_LF_532.xml,47,230,0.480298,1.696789,0,4.010569,0,100.116928,0,0,1.5625,0,80,0,0.84,0,60,0,1,2,3,0.5,0.2,0,0.2,0,0,0,0,0,1,2.89,0,0,0,0,0,0,0,0,0,0.2,1.28,0,0,0,48.99387,9,9
4660533,466_533,FB_0466_LF_533.xml,47,230,0.480298,1.696789,0,0,0,0,0,0,1.5625,0,80,0,0.84,0,60,0,1.5,3,4.5,4,4,4,0.325,0.05,0,0,0,0,0.5,0.7225,0,0,0,0,0,0,0,0,0,0.26,2.08,0,0,0,35.710766,9,9
4670111,467_111,FB_0467_LF_111.xml,34,210,3.936062,0,0.836352,0.6304,0,1.351346,0,0,0.32895,0,42.5,0,0.2,0,40,0,0.15,0.1,0,0,0,0,0,0,0,0,0,0,0.375,0.67057,0,0,0.75,0.042188,0,0,0,0,0,0.375,1.8,0,0,0,8.80893,9,9
4670112,467_112,FB_0467_LF_112.xml,34,210,3.936062,0,0.836352,0,0,0,0,0,0.448688,0,53.125,0,0.4,0,80,0,0.1875,0.125,0,0,0,0,0,0,0,0,0,0,0.499875,1.191529,0,0,0.75,0.042188,0,0,0,0,0,0.375,1.8,0,0,0,9.181843,9,9
4670113,467_113,FB_0467_LF_113.xml,34,210,3.936062,0,0.836352,0,0,0,0,0,0.8979,0,85,0,0.4,0,80,0,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0.499875,1.191529,0,0,0.99975,0.074963,0,0,0,0,0,0.375,1.8,0,0,0,9.851331,9,9
4670121,467_121,FB_0467_LF_121.xml,34,210,2.411281,0,0.386813,2.521601,0,5.405385,0,0,0.134475,0,21.25,0,0.1,0,20,0,0.075,0.05,0,0,0,0,0,0,0,0,0,0,0.125,0.074508,0,0,0.25,0.004687,0,0,0,0,0,0.125,0.2,0,0,0,6.0487,9,9
4670122,467_122,FB_0467_LF_122.xml,34,210,2.170153,0,0.348132,2.899842,6.216192,6.216192,0,0,0.32895,0,85,0,0.4,0,80,0,0.09375,0.0625,0,0,0,0,0,0,0,0,0,0,0.25,0.298031,0,0,0.5,0.01875,0,0,0,0,0,0.125,0.2,0,0,0,6.801293,9,9
4670123,467_123,FB_0467_LF_123.xml,34,210,2.170153,0,0.348132,0,0,0,0,0,0.8979,0,85,0,0.4,0,80,0,0.099,0.066,0,0,0,0,0,0,0,0,0,0,0.5,1.192125,0,0,1,0.075,0,0,0,0,0,0.125,0.2,0,0,0,5.890031,9,9
4670131,467_131,FB_0467_LF_131.xml,34,210,0.73875,0,0.041818,4.728002,0,10.135097,0,0,0.022095,0,4.25,0,0.02,0,4,0,0.015,0.01,0,0,0,0,0,0,0,0,0,0,0.025,0.00298,0,0,0.05,0.000188,0,0,0,0,0,0.025,0.008,0,0,0,5.394502,9,9
4670132,467_132,FB_0467_LF_132.xml,34,210,0.664875,0,0.037636,4.885603,10.472933,10.472933,0,0,0.32895,0,85,0,0.4,0,80,0,0.0225,0.015,0,0,0,0,0,0,0,0,0,0,0.25,0.298031,0,0,0.5,0.01875,0,0,0,0,0,0.025,0.008,0,0,0,6.40613,9,9
4670133,467_133,FB_0467_LF_133.xml,34,210,0.664875,0,0.037636,0,0,0,0,0,0.8979,0,85,0,0.4,0,80,0,0.099,0.066,0,0,0,0,0,0,0,0,0,0,0.5,1.192125,0,0,1,0.075,0,0,0,0,0,0.025,0.008,0,0,0,3.943223,9,9
4670211,467_211,FB_0467_LF_211.xml,34,210,2.881126,0,0.26136,0,0,0,0,0,0.673425,0,42.5,0,0.3,0,60,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0.625,1.753125,0,0,1,0.075,0,0,0,0,0,0.5,3.2,0,0,0,12.879251,9,9
4670212,467_212,FB_0467_LF_212.xml,34,210,2.881126,0,0.26136,0,0,0,0,0,0.740767,0,85,0,0.375,0,79.980003,0,0.375,0.75,0.375,0,0,0,0,0,0,0,0,0,0.625,1.753125,0,0,1,0.075,0,0,0,0,0,0.5,3.2,0,0,0,12.521594,9,9
4670213,467_213,FB_0467_LF_213.xml,34,210,2.881126,0,0.26136,0,0,0,0,0,0.814844,0,85,0,0.46875,0,79.980003,0,0.1875,0.375,0.1875,0,0,0,0,0,0,0,0,0,0.625,1.753125,0,0,1,0.075,0,0,0,0,0,0.5,3.2,0,0,0,11.939421,9,9
4670221,467_221,FB_0467_LF_221.xml,34,210,1.477501,0,0,0,0,0,0,0,0.44895,0,21.25,0,0.2,0,40,0,1,2,1,0,0,0,0,0,0,0,0,0,0.75,2.10375,0,0,1,0.075,0,0,0,0,0,0.5,3.2,0,0,0,14.177315,9,9
4670222,467_222,FB_0467_LF_222.xml,34,210,1.477501,0,0,0,0,0,0,0,0.561187,0,85,0,0.3,0,80,0,0.75,1.5,0.75,0,0,0,0,0,0,0,0,0,0.75,2.10375,0,0,1,0.075,0,0,0,0,0,0.5,3.2,0,0,0,13.389552,9,9
4670223,467_223,FB_0467_LF_223.xml,34,210,1.477501,0,0,0,0,0,0,0,0.701484,0,85,0,0.45,0,80,0,0.375,0.75,0.375,0,0,0,0,0,0,0,0,0,0.75,2.10375,0,0,1,0.075,0,0,0,0,0,0.6,4.608001,0,0,0,13.587851,9,9
4670231,467_231,FB_0467_LF_231.xml,34,210,0.73875,0,0,0,0,0,0,0,0.224475,0,21.25,0,0.1,0,20,0,1.5,3,1.5,0,0,0,0,0,0,0,0,0,0.875,2.454375,0,0,1,0.075,0,0,0,0,0,0.5,3.2,0,0,0,14.128658,9,9
4670232,467_232,FB_0467_LF_232.xml,34,210,0.73875,0,0,0,0,0,0,0,0.336713,0,85,0,0.15,0,80,0,1.125,2.25,1.125,0,0,0,0,0,0,0,0,0,0.875,2.454375,0,0,1,0.075,0,0,0,0,0,0.5,3.2,0,0,0,12.790895,9,9
4670233,467_233,FB_0467_LF_233.xml,34,210,0.73875,0,0,0,0,0,0,0,0.505069,0,85,0,0.225,0,80,0,0.5625,1.125,0.5625,0,0,0,0,0,0,0,0,0,0.875,2.454375,0,0,1,0.075,0,0,0,0,0,0.7,5.6,0,0,0,13.184252,9,9
4670311,467_311,FB_0467_LF_311.xml,34,210,2.881126,0,0.26136,0,0,0,0,0,0.673425,0,42.5,0,0.3,0,60,0,0.225,0.15,0,0,0,0,0,0,0,0,0,0,0.375,0.67057,0,0,0.75,0.042188,0,0,0,0,0,0.375,1.8,0,0,0,8.738884,9,9
4670312,467_312,FB_0467_LF_312.xml,34,210,2.881126,0,0.26136,0,0,0,0,0,0.841781,0,85,0,0.45,0,79.980003,0,0.225,0.15,0,0,0,0,0,0,0,0,0,0,0.499875,1.191529,0,0,0.75,0.042188,0,0,0,0,0,0.375,1.8,0,0,0,9.578199,9,9
4670313,467_313,FB_0467_LF_313.xml,34,210,2.881126,0,0.26136,0,0,0,0,0,0.898181,0,85,0,0.40005,0,79.980003,0,0.299925,0.19995,0,0,0,0,0,0,0,0,0,0,0.499875,1.191529,0,0,0.99975,0.074963,0,0,0,0,0,0.375,1.8,0,0,0,9.742299,9,9
4670321,467_321,FB_0467_LF_321.xml,34,210,1.477501,0,0,0,0,0,0,0,0.44895,0,21.25,0,0.2,0,40,0,0.15,0.1,0,0,0,0,0,0,0,0,0,0,0.25,0.298031,0,0,0.5,0.01875,0,0,0,0,0,0.25,0.8,0,0,0,6.165346,9,9
4670322,467_322,FB_0467_LF_322.xml,34,210,1.477501,0,0,0,0,0,0,0,0.673425,0,85,0,0.3,0,80,0,0.15,0.1,0,0,0,0,0,0,0,0,0,0,0.5,1.192125,0,0,0.5,0.01875,0,0,0,0,0,0.25,0.8,0,0,0,7.383914,9,9
4670323,467_323,FB_0467_LF_323.xml,34,210,1.477501,0,0,0,0,0,0,0,0.897676,0,85,0,0.3999,0,80,0,0.099,0.066,0,0,0,0,0,0,0,0,0,0,0.5,1.192125,0,0,1,0.075,0,0,0,0,0,0.25,0.8,0,0,0,7.679315,9,9
4670331,467_331,FB_0467_LF_331.xml,34,210,0.73875,0,0,0,0,0,0,0,0.224475,0,8.5,0,0.1,0,20,0,0.075,0.05,0,0,0,0,0,0,0,0,0,0,0.125,0.074508,0,0,0.25,0.004687,0,0,0,0,0,0.125,0.2,0,0,0,2.803478,9,9
4670332,467_332,FB_0467_LF_332.xml,34,210,0.73875,0,0,0,0,0,0,0,0.336713,0,85,0,0.15,0,80,0,0.075,0.05,0,0,0,0,0,0,0,0,0,0,0.5,1.192125,0,0,0.25,0.004687,0,0,0,0,0,0.125,0.2,0,0,0,4.083332,9,9
4670333,467_333,FB_0467_LF_333.xml,34,210,0.73875,0,0,0,0,0,0,0,0.898012,0,85,0,0.40005,0,80,0,0.099,0.066,0,0,0,0,0,0,0,0,0,0,0.5,1.192125,0,0,1,0.075,0,0,0,0,0,0.125,0.2,0,0,0,5.004994,9,9
4670411,467_411,FB_0467_LF_411.xml,34,210,4.018802,0,1.04544,0,0,0,0,0,0.80811,0,76.5,0,0.4,0,80,0,0.45,0.3,0,0,0,0,0,0,0,0,0,0,0.625,1.753125,0,0,1,0.075,0,0,0,0,0,0.5,3.2,0,0,0,11.761628,9,9
4670412,467_412,FB_0467_LF_412.xml,34,210,4.018802,0,1.04544,0,0,0,0,0,0.888921,0,84.150002,0,0.44,0,80,0,0.3375,0.225,0,0,0,0,0,0,0,0,0,0,0.625,1.753125,0,0,1,0.075,0,0,0,0,0,0.625,5,0,0,0,13.49494,9,9
4670413,467_413,FB_0467_LF_413.xml,34,210,4.018802,0,1.04544,0,0,0,0,0,0.89781,0,84.991501,0,0.44,0,80,0,0.084375,0.05625,0,0,0,0,0,0,0,0,0,0,0.5,1.122,0,0,1,0.075,0,0,0,0,0,0.625,5,0,0,0,12.450829,9,9
4670421,467_421,FB_0467_LF_421.xml,34,210,2.600401,0,1.04544,0,0,0,0,0,0.62853,0,59.5,0,0.4,0,80,0,0.6,1,2,3,0,0,0,0,0,0,0,0,0.75,2.10375,0,0,1,0.075,0,0,0,0,0,0.5,3.2,0,0,0,16.191822,9,9
4670422,467_422,FB_0467_LF_422.xml,34,210,2.600401,0,1.04544,0,0,0,0,0,0.817089,0,77.349998,0,0.48,0,80,0,0.45,0.75,1.5,2.25,0,0,0.75,0,0,0,0,0,0.75,2.10375,0,0,1,0.075,0,0,0,0,0,0.75,6,0,0,0,18.360382,9,9
4670423,467_423,FB_0467_LF_423.xml,34,210,2.600401,0,1.04544,0,0,0,0,0,1.062216,0,77.349998,0,0.48,0,80,0,0.1125,0.1875,0.375,1.125,0,0,1.875,0,0,0,0,0,0.5625,1.183359,0,0,1,0.075,0,0,0,0,0,0.75,6,0,0,0,15.660118,9,9
4670431,467_431,FB_0467_LF_431.xml,34,210,1.182001,0,1.04544,0,0,0,0,0,0.44895,0,42.5,0,0.4,0,80,0,0.9,1,2,3,0,0,0,0,0,0,0,0,1,2.805,0,0,1,0.075,0,0,0,0,0,0.5,3.2,0,0,0,15.422641,9,9
4670432,467_432,FB_0467_LF_432.xml,34,210,1.182001,0,1.04544,0,0,0,0,0,0.673425,0,63.75,0,0.6,0,80,0,0.675,0.75,1.5,2.25,0,0,0.75,0,0,0,0,0,1,2.805,0,0,1,0.075,0,0,0,0,0,1,8,0,0,0,19.672115,9,9
4670433,467_433,FB_0467_LF_433.xml,34,210,1.182001,0,1.04544,0,0,0,0,0,1.010138,0,63.75,0,0.6,0,80,0,0.16875,0.1875,0.375,1.125,0,0,1.875,0,0,0,0,0,0.75,1.577813,0,0,1,0.075,0,0,0,0,0,1,8,0,0,0,16.587891,9,9
4670511,467_511,FB_0467_LF_511.xml,34,210,3.936062,0,1.04544,0.6304,0,1.351346,0,0,0.8979,0,85,0,0.4,0,80,0,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0.5,1.192125,0,0,1,0.075,0,0,0,0,0,0.5,3.2,0,0,0,11.835844,9,9
4670512,467_512,FB_0467_LF_512.xml,34,210,3.572508,0,1.04544,0.914081,0,1.959452,0,0,0.8979,0,85,0,0.4,0,80,0,0.33,0.22,0,0,0,0,0,0,0,0,0,0,0.55,1.442471,0,0,1,0.075,0,0,0,0,0,0.5,3.2,0,0,0,12.136191,9,9
4670513,467_513,FB_0467_LF_513.xml,34,210,3.572508,0,1.04544,0,0,0,0,0,0.8979,0,85,0,0.4,0,80,0,0.363,0.242,0,0,0,0,0,0,0,0,0,0,0.49995,1.191887,0,0,1,0.075,0,0,0,0,0,0.5,3.2,0,0,0,11.171695,9,9
4670521,467_521,FB_0467_LF_521.xml,34,210,2.411281,0,1.04544,2.521601,0,5.405385,0,0,0.8979,0,85,0,0.4,0,80,0,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0.5,1.192125,0,0,1,0.075,0,0,0,0,0,0.5,3.2,0,0,0,11.835843,9,9
4670522,467_522,FB_0467_LF_522.xml,34,210,2.170153,0,1.04544,2.899842,0,6.216192,0,0,0.8979,0,85,0,0.5,0,80,0,1,2,3,0,0,0,0,0,0,0,0,0,0.75,2.10375,0,0,1,0.075,0,0,0,0,0,0.5,3.2,0,0,0,18.347469,9,9
4670523,467_523,FB_0467_LF_523.xml,34,210,2.170153,0,1.04544,0,0,0,0,0,0.8979,0,85,0,0.5,0,80,0,1.25,2.5,3.75,4,4,4,0,0,0,0,0,0,0.50025,0.935935,0,0,1,0.075,0,0,0,0,0,0.55,3.872,0,0,0,28.91235,9,9
4670531,467_531,FB_0467_LF_531.xml,34,210,0.91605,0,1.04544,4.728002,0,10.135097,0,0,0.8979,0,85,0,0.4,0,80,0,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0.5,1.192125,0,0,1,0.075,0,0,0,0,0,0.5,3.2,0,0,0,11.835844,9,9
4670532,467_532,FB_0467_LF_532.xml,34,210,0.824445,0,1.04544,4.885603,0,10.472933,0,0,1.122375,0,85,0,0.56,0,80,0,1,2,3,0,0,0,0,0,0,0,0,0,1,2.805,0,0,1,0.075,0,0,0,0,0,0.5,3.2,0,0,0,19.333195,9,9
4670533,467_533,FB_0467_LF_533.xml,34,210,0.824445,0,1.04544,0,0,0,0,0,1.122375,0,85,0,0.56,0,80,0,1.5,3,4.5,4,4,4,0,0,0,0,0,0,0.5,0.70125,0,0,1,0.075,0,0,0,0,0,0.65,5.2,0,0,0,30.119745,9,9
4680111,468_111,FB_0468_LF_111.xml,51,210,11.996424,0,0.752717,2.22156,0,8.45253,0,0,0.625,0,42.5,0,0.5,0,35,0,0.3,0.6,0.8,1.35,1.62,0,0.72,0,0,0,0,0,3,5.77575,0,0,0,0,0,0,0,0,0,0.525,2.6775,0,0,0,40.457985,9,9
4680112,468_112,FB_0468_LF_112.xml,51,210,11.996424,0,0.752717,0,0,0,0,0,0.976562,0,53.125,0,1,0,70,0,0.375,0.75,1,1.0125,1.215,0,1.0575,0.405,0,0,0,0,3.999,10.262867,0,0,0,0,0,0,0,0,0,0.525,2.6775,0,0,0,43.931332,9,9
4680113,468_113,FB_0468_LF_113.xml,51,210,11.996424,0,0.752717,0,0,0,0,0,2.5,0,85,0,1,0,70,0,0.6,1.2,1.6,0.50625,0.6075,0,1.56375,1.0125,0,0,0,0,3.999,10.262867,0,0,0,0,0,0,0,0,0,0.525,2.6775,0,0,0,46.729767,9,9
4680121,468_121,FB_0468_LF_121.xml,51,210,6.586272,0,0.348132,8.88624,0,33.81012,0,0,0.15625,0,21.25,0,0.25,0,17.5,0,0.15,0.3,0.4,1.125,1.35,0,0.6,0,0,0,0,0,1,0.64175,0,0,0,0,0,0,0,0,0,0.175,0.2975,0,0,0,29.850555,9,9
4680122,468_122,FB_0468_LF_122.xml,51,210,5.927645,0,0.313318,10.219176,38.881634,38.881634,0,0,0.625,0,85,0,1,0,70,0,0.1875,0.375,0.5,0.84375,1.0125,0,0.88125,0.3375,0,0,0,0,2,2.567,0,0,0,0,0,0,0,0,0,0.175,0.2975,0,0,0,33.039383,9,9
4680123,468_123,FB_0468_LF_123.xml,51,210,5.927645,0,0.313318,0,0,0,0,0,2.5,0,85,0,1,0,70,0,0.198,0.396,0.528,0.421875,0.50625,0,1.303125,0.84375,0,0,0,0,4,10.268001,0,0,0,0,0,0,0,0,0,0.175,0.2975,0,0,0,32.139355,9,9
4680131,468_131,FB_0468_LF_131.xml,51,210,0.9801,0,0.037636,16.661699,0,63.39397,0,0,0.00625,0,4.25,0,0.05,0,3.5,0,0.03,0.06,0.08,0.75,0.9,0,0.4,0,0,0,0,0,0.2,0.02567,0,0,0,0,0,0,0,0,0,0.035,0.0119,0,0,0,25.874182,9,9
4680132,468_132,FB_0468_LF_132.xml,51,210,0.88209,0,0.033872,17.217089,65.507095,65.507095,0,0,0.625,0,85,0,1,0,70,0,0.045,0.09,0.12,0.5625,0.675,0,0.5875,0.225,0,0,0,0,2,2.567,0,0,0,0,0,0,0,0,0,0.035,0.0119,0,0,0,30.003569,9,9
4680133,468_133,FB_0468_LF_133.xml,51,210,0.88209,0,0.033872,0,0,0,0,0,2.5,0,85,0,1,0,70,0,0.198,0.396,0.528,0.28125,0.3375,0,0.86875,0.5625,0,0,0,0,4,10.268001,0,0,0,0,0,0,0,0,0,0.035,0.0119,0,0,0,22.696489,9,9
4680211,468_211,FB_0468_LF_211.xml,51,210,7.35075,0,0.235224,0,0,0,0,0,1.875,0,42.5,0,0.75,0,52.5,0,0.75,1.5,2,1.5,1.8,0,0.8,0,0,0,0,0,5,15.1,0,0,0,0,0,0,0,0,0,0.7,4.76,0,0,0,54.323666,9,9
4680212,468_212,FB_0468_LF_212.xml,51,210,7.35075,0,0.235224,0,0,0,0,0,2.0625,0,85,0,0.9375,0,69.982498,0,0.5625,1.125,1.5,1.125,1.35,0,1.175,0.45,0,0,0,0,5,15.1,0,0,0,0,0,0,0,0,0,0.7,4.76,0,0,0,53.636166,9,9
4680213,468_213,FB_0468_LF_213.xml,51,210,7.35075,0,0.235224,0,0,0,0,0,2.26875,0,85,0,1.171875,0,69.982498,0,0.28125,0.5625,0.75,1.125,1.35,0,1.7375,1.125,0,0,0,0,5,15.1,0,0,0,0,0,0,0,0,0,0.7,4.76,0,0,0,53.720543,9,9
4680221,468_221,FB_0468_LF_221.xml,51,210,1.9602,0,0,0,0,0,0,0,1.25,0,21.25,0,0.5,0,35,0,1,2,2.4,1.5,1.8,0,0.8,0,0,0,0,0,6,18.120001,0,0,0,0,0,0,0,0,0,0.7,4.76,0,0,0,54.67474,9,9
